student_id,week_number,video_watch_time_minutes,quiz_attempts,quiz_score,assignment_submission_count,assignment_late_count,coding_assignment_submissions,coding_success_rate,discussion_forum_posts,total_time_spent_minutes,engagement_category
31,9,115.3,4,92.7,5,0,4,0.9,3,335.4,high_engagement
31,10,129.8,3,85.0,4,0,3,0.89,7,293.6,high_engagement
31,11,112.2,5,86.2,5,1,3,0.79,9,280.6,high_engagement
31,12,101.9,6,88.0,4,0,4,0.9,4,297.3,high_engagement
32,1,143.3,6,91.8,4,0,3,0.77,8,422.5,high_engagement
32,2,123.2,3,92.8,4,0,3,0.99,5,362.9,high_engagement
32,3,107.9,6,83.8,5,0,3,0.85,5,402.5,high_engagement
32,4,117.5,3,86.7,5,0,4,0.83,7,287.3,high_engagement
32,5,123.8,5,91.6,3,0,4,0.81,6,313.2,high_engagement
32,6,125.1,4,87.5,3,0,4,0.82,4,354.7,high_engagement
32,7,117.3,4,72.6,4,0,4,0.71,5,281.5,high_engagement
32,8,102.0,4,76.7,4,0,2,0.74,6,259.9,high_engagement
32,9,128.9,5,80.5,4,0,4,0.92,8,360.0,high_engagement
32,10,123.5,6,76.5,4,0,3,0.84,9,341.4,high_engagement
32,11,133.7,4,80.6,3,0,2,0.81,4,256.3,high_engagement
32,12,136.9,5,90.5,4,0,4,0.86,3,258.4,high_engagement
33,1,81.8,3,100.0,5,0,3,0.82,5,341.4,high_engagement
33,2,115.4,5,86.9,5,0,3,0.85,7,353.8,high_engagement
33,3,114.7,5,100.0,4,0,4,0.86,5,306.8,high_engagement
33,4,123.3,6,76.2,3,0,4,0.89,8,282.8,high_engagement
33,5,140.7,5,100.0,4,0,3,0.83,5,329.6,high_engagement
33,6,126.0,4,88.7,3,0,4,0.88,9,287.7,high_engagement
33,7,142.4,3,89.2,5,0,2,0.96,8,327.6,high_engagement
33,8,125.8,3,71.7,3,0,3,0.91,9,307.3,high_engagement
33,9,119.0,3,92.1,3,0,4,0.63,3,280.0,high_engagement
33,10,125.4,4,86.3,3,0,3,0.8,5,255.6,high_engagement
33,11,131.5,4,86.7,5,0,3,0.68,8,369.0,high_engagement
33,12,108.3,6,90.5,5,0,2,0.87,5,264.3,high_engagement
34,1,61.7,2,51.4,2,0,1,0.64,1,157.7,moderate_engagement
34,2,83.7,3,87.2,2,0,2,0.78,2,186.9,moderate_engagement
34,3,36.5,1,57.1,3,0,2,0.59,0,190.7,moderate_engagement
34,4,48.1,2,71.6,2,2,1,0.34,0,184.6,moderate_engagement
34,5,87.5,2,82.7,3,0,1,0.55,3,139.0,moderate_engagement
34,6,53.6,1,50.0,3,2,2,0.68,3,170.5,moderate_engagement
34,7,60.1,3,57.3,3,2,1,0.63,1,216.3,moderate_engagement
34,8,58.9,3,54.5,2,2,1,0.49,1,267.4,moderate_engagement
34,9,62.3,3,76.4,3,0,2,0.5,2,149.6,moderate_engagement
34,10,53.3,1,42.4,2,0,1,0.38,1,193.5,moderate_engagement
34,11,85.6,2,45.5,1,0,1,0.41,2,119.2,moderate_engagement
34,12,95.3,3,54.8,2,0,1,0.83,2,220.5,moderate_engagement
35,1,41.7,1,9.3,0,0,0,0.33,0,62.3,low_engagement
35,2,22.5,0,30.4,0,2,0,0.37,0,43.0,low_engagement
35,3,35.6,0,62.7,1,1,0,0.39,0,29.0,low_engagement
35,4,6.2,1,45.7,1,2,0,0.34,0,71.3,low_engagement
35,5,25.3,1,33.0,1,3,0,0.42,1,21.3,low_engagement
35,6,28.3,1,46.6,1,3,1,0.52,0,47.0,low_engagement
35,7,10.8,1,43.0,0,1,0,0.28,0,73.8,low_engagement
35,8,27.8,0,23.8,0,2,0,0.41,1,55.3,low_engagement
35,9,18.6,0,43.4,0,2,0,0.0,1,43.5,low_engagement
35,10,39.3,1,63.0,0,3,1,0.33,0,42.3,low_engagement
35,11,43.6,0,41.0,1,2,0,0.46,1,8.8,low_engagement
35,12,17.4,0,12.1,0,3,0,0.19,1,15.3,low_engagement
36,1,34.8,3,68.6,3,0,2,0.64,3,163.4,moderate_engagement
36,2,46.0,1,61.5,2,1,2,0.49,1,124.3,moderate_engagement
36,3,74.5,1,73.3,3,0,2,0.84,4,197.5,moderate_engagement
36,4,46.7,2,39.6,1,1,2,0.74,3,187.0,moderate_engagement
36,5,84.6,2,62.4,2,0,2,0.37,3,187.2,moderate_engagement
36,6,76.8,3,62.0,3,1,1,0.78,4,145.4,moderate_engagement
36,7,75.4,3,68.6,2,0,2,0.52,2,222.8,moderate_engagement
36,8,66.4,2,48.6,1,0,1,0.65,4,122.4,moderate_engagement
36,9,79.0,2,42.6,1,0,1,0.39,1,279.1,moderate_engagement
36,10,53.2,1,62.3,1,1,2,0.53,2,168.8,moderate_engagement
36,11,79.8,1,60.7,2,2,1,0.61,1,154.0,moderate_engagement
36,12,78.7,2,73.1,1,1,1,0.7,3,127.5,moderate_engagement
37,1,29.1,1,38.9,1,1,0,0.58,0,70.3,low_engagement
37,2,35.2,1,8.1,1,1,1,0.28,0,45.8,low_engagement
37,3,32.6,0,31.8,1,0,1,0.37,0,47.4,low_engagement
37,4,0.0,0,34.4,0,1,1,0.13,0,66.8,low_engagement
37,5,32.3,1,50.7,0,0,1,0.19,1,16.6,low_engagement
37,6,20.3,1,42.4,1,1,0,0.26,1,78.6,low_engagement
37,7,31.3,1,35.1,0,1,0,0.4,1,40.0,low_engagement
37,8,36.7,0,47.7,1,3,1,0.37,0,50.7,low_engagement
37,9,41.8,0,22.9,1,0,1,0.39,1,0.0,low_engagement
37,10,35.7,0,67.4,0,1,0,0.29,1,97.4,low_engagement
37,11,3.0,0,28.2,1,3,1,0.34,1,50.4,low_engagement
37,12,27.7,1,59.2,0,0,1,0.32,0,18.4,low_engagement
38,1,33.0,1,29.1,1,3,1,0.33,1,52.9,low_engagement
38,2,35.8,1,46.8,0,2,0,0.2,1,51.4,low_engagement
38,3,33.7,1,24.4,0,2,0,0.16,1,79.1,low_engagement
38,4,28.4,1,25.2,1,0,0,0.11,0,102.3,low_engagement
38,5,21.2,1,39.7,0,1,1,0.58,0,57.6,low_engagement
38,6,9.6,0,42.8,1,2,1,0.54,0,49.5,low_engagement
38,7,44.5,1,69.3,0,0,1,0.41,1,67.8,low_engagement
38,8,30.3,1,29.0,1,2,1,0.48,1,47.6,low_engagement
38,9,23.6,1,43.8,0,1,0,0.32,0,73.6,low_engagement
38,10,22.1,1,40.7,1,1,0,0.38,0,54.0,low_engagement
38,11,15.9,1,44.3,0,2,0,0.45,0,51.8,low_engagement
38,12,14.0,0,60.3,1,0,0,0.55,0,65.7,low_engagement
39,1,42.0,1,16.2,0,1,0,0.18,1,58.4,low_engagement
39,2,42.0,1,2.7,1,3,1,0.06,0,50.1,low_engagement
39,3,15.2,0,15.5,1,2,0,0.2,1,95.5,low_engagement
39,4,27.6,1,24.6,1,2,0,0.3,0,93.2,low_engagement
39,5,33.9,0,61.6,0,0,1,0.34,0,11.2,low_engagement
39,6,20.7,1,46.2,1,3,1,0.2,0,33.5,low_engagement
39,7,14.8,0,41.3,1,0,1,0.24,0,58.9,low_engagement
39,8,38.2,1,47.1,1,1,1,0.59,0,19.8,low_engagement
39,9,35.0,1,43.6,1,2,1,0.5,1,78.7,low_engagement
39,10,33.5,1,36.4,0,1,0,0.44,0,64.7,low_engagement
39,11,0.0,1,22.3,0,1,0,0.47,0,16.0,low_engagement
39,12,17.9,0,37.5,0,2,1,0.35,0,41.9,low_engagement
40,1,28.7,1,56.8,1,0,2,0.78,3,254.1,moderate_engagement
40,2,50.6,1,38.1,2,1,1,0.89,4,152.9,moderate_engagement
40,3,53.2,2,59.0,1,1,2,0.61,1,145.9,moderate_engagement
40,4,74.3,1,77.3,3,0,2,0.61,0,140.4,moderate_engagement
40,5,38.5,3,55.4,3,2,1,0.51,1,188.6,moderate_engagement
40,6,75.5,2,24.9,2,0,2,0.73,1,201.7,moderate_engagement
40,7,50.7,1,57.7,1,0,2,0.65,4,53.4,moderate_engagement
40,8,78.0,2,59.1,3,0,2,0.52,1,159.8,moderate_engagement
40,9,44.7,2,83.4,2,1,1,0.79,1,166.9,moderate_engagement
40,10,57.9,2,64.1,3,1,2,0.6,1,93.3,moderate_engagement
40,11,78.9,1,78.2,3,1,1,0.67,3,160.6,moderate_engagement
40,12,65.3,1,64.5,1,0,2,0.62,1,149.3,moderate_engagement
41,1,85.8,3,58.9,3,0,1,0.45,2,169.5,moderate_engagement
41,2,52.8,3,74.8,2,0,2,0.25,1,282.6,moderate_engagement
41,3,70.4,1,50.9,3,0,1,0.62,0,180.4,moderate_engagement
41,4,80.9,1,65.8,3,0,2,0.28,1,247.6,moderate_engagement
41,5,60.9,1,62.4,1,1,2,0.4,0,186.0,moderate_engagement
41,6,73.2,1,60.6,3,0,2,0.72,1,74.7,moderate_engagement
41,7,50.8,3,71.0,3,1,1,0.56,0,176.8,moderate_engagement
41,8,80.6,3,65.7,2,0,1,0.67,4,232.0,moderate_engagement
41,9,86.3,3,64.4,1,0,1,0.72,4,201.2,moderate_engagement
41,10,72.2,1,65.5,1,1,1,0.53,3,233.9,moderate_engagement
41,11,104.2,3,44.0,3,0,2,0.62,1,161.7,moderate_engagement
41,12,59.0,2,89.9,1,1,2,0.48,3,261.5,moderate_engagement
42,1,97.6,5,57.1,2,1,1,0.51,6,256.7,dropoff_behavior
42,2,89.8,3,47.5,1,2,1,0.44,2,221.5,dropoff_behavior
42,3,61.1,2,42.1,3,3,0,0.45,1,176.2,dropoff_behavior
42,4,32.1,1,35.7,2,1,2,0.4,2,144.1,dropoff_behavior
42,5,39.8,1,39.6,0,0,0,0.31,4,86.0,dropoff_behavior
42,6,39.3,0,32.3,0,1,2,0.34,0,125.2,dropoff_behavior
42,7,17.6,0,18.7,0,3,0,0.0,4,125.4,dropoff_behavior
42,8,28.4,0,22.5,1,3,0,0.32,0,73.6,dropoff_behavior
42,9,0.0,0,14.1,0,3,1,0.14,0,27.2,dropoff_behavior
42,10,0.0,0,0.0,1,1,0,0.0,1,5.2,dropoff_behavior
42,11,5.2,0,8.5,0,3,0,0.0,0,0.0,dropoff_behavior
42,12,3.9,0,17.6,0,2,0,0.0,2,0.0,dropoff_behavior
43,1,132.3,6,85.4,3,0,2,0.94,8,270.3,high_engagement
43,2,97.4,3,75.7,5,0,4,0.79,6,255.4,high_engagement
43,3,163.8,3,77.7,3,0,3,0.8,4,316.9,high_engagement
43,4,122.2,3,87.9,5,0,4,0.77,4,301.2,high_engagement
43,5,119.8,6,84.0,3,0,4,0.91,6,323.6,high_engagement
43,6,134.2,5,79.4,3,1,2,0.92,6,346.0,high_engagement
43,7,142.1,3,95.7,5,0,4,0.85,9,298.3,high_engagement
43,8,125.1,3,82.3,3,0,2,1.0,5,310.6,high_engagement
43,9,108.5,6,65.8,3,1,4,0.88,9,324.3,high_engagement
43,10,96.7,4,92.2,5,0,4,0.94,9,358.1,high_engagement
43,11,134.9,6,79.2,3,0,3,0.84,4,305.2,high_engagement
43,12,98.5,3,74.5,3,0,3,0.81,7,298.4,high_engagement
44,1,109.9,5,84.0,4,0,2,0.93,7,368.1,high_engagement
44,2,83.6,4,78.0,5,0,3,0.77,3,373.1,high_engagement
44,3,123.0,4,89.3,4,0,2,0.91,5,295.1,high_engagement
44,4,98.9,3,81.7,5,1,3,0.79,8,320.9,high_engagement
44,5,128.9,5,87.9,3,0,2,0.85,4,258.3,high_engagement
44,6,121.9,3,83.2,4,0,3,0.83,4,284.9,high_engagement
44,7,138.8,3,81.4,3,0,4,0.87,4,306.6,high_engagement
44,8,116.8,5,97.0,5,0,3,0.71,4,319.2,high_engagement
44,9,123.4,6,85.1,4,0,2,0.94,9,304.4,high_engagement
44,10,98.7,5,80.9,4,0,4,0.79,9,269.6,high_engagement
44,11,115.6,3,74.7,5,0,3,0.92,6,287.9,high_engagement
44,12,129.2,4,91.4,4,0,3,0.84,3,286.9,high_engagement
45,1,92.5,3,50.6,2,2,1,0.49,3,196.0,moderate_engagement
45,2,104.2,3,63.0,1,0,2,0.79,1,183.4,moderate_engagement
45,3,63.2,3,65.0,3,2,1,0.48,4,129.2,moderate_engagement
45,4,88.7,3,38.2,3,1,2,0.6,0,81.6,moderate_engagement
45,5,50.1,1,70.0,2,0,2,0.53,1,152.3,moderate_engagement
45,6,56.4,3,55.1,2,1,2,0.55,0,120.8,moderate_engagement
45,7,70.7,2,87.6,1,1,2,0.76,1,151.7,moderate_engagement
45,8,82.5,1,80.6,2,0,1,0.74,0,204.0,moderate_engagement
45,9,45.0,2,51.7,3,1,2,0.75,3,199.0,moderate_engagement
45,10,64.4,3,61.0,3,0,2,0.62,2,214.6,moderate_engagement
45,11,52.2,3,72.4,2,0,1,0.76,1,124.6,moderate_engagement
45,12,62.7,1,63.2,3,0,1,0.54,4,166.8,moderate_engagement
46,1,85.2,4,74.7,2,1,2,0.52,7,243.8,dropoff_behavior
46,2,75.0,1,55.8,2,3,1,0.69,1,212.9,dropoff_behavior
46,3,70.0,2,69.2,3,0,2,0.25,4,165.7,dropoff_behavior
46,4,59.6,1,34.1,2,2,1,0.48,3,174.7,dropoff_behavior
46,5,41.0,0,48.7,0,3,1,0.51,3,64.4,dropoff_behavior
46,6,34.5,1,28.4,0,2,3,0.2,6,92.3,dropoff_behavior
46,7,24.9,0,18.5,3,0,0,0.18,0,96.3,dropoff_behavior
46,8,38.4,1,37.6,1,3,0,0.39,0,47.0,dropoff_behavior
46,9,9.5,0,0.0,0,1,0,0.12,0,46.7,dropoff_behavior
46,10,16.8,0,0.0,0,3,0,0.47,0,45.0,dropoff_behavior
46,11,0.0,0,24.9,1,1,1,0.0,1,0.0,dropoff_behavior
46,12,17.3,0,5.3,0,3,0,0.14,0,19.7,dropoff_behavior
47,1,103.7,4,77.8,4,0,3,0.96,3,305.3,high_engagement
47,2,114.5,5,79.4,3,0,3,0.82,8,255.9,high_engagement
47,3,122.8,5,92.1,4,0,3,0.75,5,315.2,high_engagement
47,4,113.3,6,84.9,3,0,3,0.87,4,216.7,high_engagement
47,5,111.1,6,91.1,3,0,2,0.79,7,377.3,high_engagement
47,6,114.7,4,87.4,5,0,4,0.68,8,301.1,high_engagement
47,7,122.3,4,86.1,4,1,3,0.86,8,279.8,high_engagement
47,8,107.0,6,84.8,3,0,2,0.82,3,229.4,high_engagement
47,9,108.6,3,84.0,4,0,3,0.82,4,344.8,high_engagement
47,10,105.2,4,86.6,3,0,3,0.97,9,268.5,high_engagement
47,11,137.7,4,83.3,5,0,3,0.93,7,312.9,high_engagement
47,12,92.2,6,91.3,3,0,2,0.87,5,286.9,high_engagement
48,1,122.8,3,93.5,5,0,2,0.92,7,243.4,high_engagement
48,2,106.2,5,79.8,4,0,3,0.85,3,272.4,high_engagement
48,3,101.5,4,86.4,3,0,4,0.87,4,345.8,high_engagement
48,4,125.4,6,86.8,4,0,3,0.94,6,287.1,high_engagement
48,5,123.3,6,76.9,3,0,2,0.74,6,306.6,high_engagement
48,6,105.7,4,87.5,5,0,4,0.77,5,367.1,high_engagement
48,7,106.3,3,80.4,4,0,4,0.88,9,305.5,high_engagement
48,8,114.6,3,68.9,3,1,2,0.83,7,285.5,high_engagement
48,9,111.2,6,93.0,4,0,2,0.86,8,265.6,high_engagement
48,10,140.2,5,97.0,3,1,3,0.76,4,356.8,high_engagement
48,11,149.0,5,76.4,3,0,4,0.9,8,276.4,high_engagement
48,12,107.1,4,72.0,5,0,3,0.95,5,280.3,high_engagement
49,1,36.8,0,45.9,0,2,0,0.52,1,40.6,low_engagement
49,2,11.6,1,39.5,0,1,1,0.33,1,52.0,low_engagement
49,3,42.5,0,22.5,1,3,1,0.49,0,65.2,low_engagement
49,4,32.6,0,15.6,1,3,1,0.31,0,62.5,low_engagement
49,5,15.1,0,56.3,1,3,0,0.44,0,101.0,low_engagement
49,6,19.6,1,66.0,1,1,1,0.24,0,59.1,low_engagement
49,7,21.2,1,46.3,0,0,0,0.35,0,72.0,low_engagement
49,8,39.9,0,40.2,1,2,1,0.29,1,42.0,low_engagement
49,9,38.7,0,33.4,1,1,0,0.62,1,51.4,low_engagement
49,10,27.4,0,68.0,1,3,1,0.34,0,32.3,low_engagement
49,11,24.1,0,50.9,1,2,0,0.41,0,66.6,low_engagement
49,12,25.8,0,15.0,0,2,0,0.45,1,64.6,low_engagement
50,1,89.5,1,66.4,1,1,2,0.68,1,262.0,moderate_engagement
50,2,54.1,3,66.8,1,0,2,0.82,2,168.1,moderate_engagement
50,3,54.0,1,49.8,1,1,1,0.56,1,181.2,moderate_engagement
50,4,107.1,1,59.2,1,2,1,0.59,4,172.6,moderate_engagement
50,5,75.5,2,65.1,1,2,1,0.55,3,123.5,moderate_engagement
50,6,73.5,3,39.8,3,0,2,0.51,0,143.9,moderate_engagement
50,7,58.9,2,60.1,3,1,2,0.72,0,245.2,moderate_engagement
50,8,91.1,2,67.4,3,1,1,0.48,2,165.2,moderate_engagement
50,9,90.0,2,61.6,3,1,2,0.51,3,117.7,moderate_engagement
50,10,60.3,2,76.1,3,0,1,0.71,3,135.0,moderate_engagement
50,11,64.5,3,67.9,1,0,2,0.48,3,150.7,moderate_engagement
50,12,68.6,2,69.4,3,1,2,0.55,0,247.5,moderate_engagement
51,1,85.2,3,83.4,3,1,2,0.64,2,179.7,moderate_engagement
51,2,80.2,2,59.8,2,1,2,0.65,1,171.4,moderate_engagement
51,3,39.6,1,63.9,2,0,1,0.48,2,226.7,moderate_engagement
51,4,103.0,3,56.4,1,0,2,0.43,4,74.7,moderate_engagement
51,5,66.1,3,59.4,1,1,2,0.47,0,204.9,moderate_engagement
51,6,73.1,1,61.0,1,0,2,0.63,2,170.1,moderate_engagement
51,7,58.1,2,75.8,1,1,1,0.74,1,304.9,moderate_engagement
51,8,79.5,1,57.3,3,0,1,0.81,4,187.4,moderate_engagement
51,9,109.0,2,77.3,3,0,1,0.38,0,157.5,moderate_engagement
51,10,76.9,2,54.8,2,0,2,0.65,2,215.8,moderate_engagement
51,11,40.1,2,76.0,1,0,1,0.63,3,239.8,moderate_engagement
51,12,86.2,1,57.6,3,1,2,0.59,1,139.8,moderate_engagement
52,1,82.9,1,69.4,1,1,4,0.67,5,217.9,dropoff_behavior
52,2,64.3,3,67.7,3,1,1,0.63,5,196.2,dropoff_behavior
52,3,65.4,1,57.1,0,2,1,0.34,6,169.6,dropoff_behavior
52,4,84.9,3,40.4,0,1,2,0.46,8,182.3,dropoff_behavior
52,5,62.5,1,42.7,2,1,2,0.39,2,159.2,dropoff_behavior
52,6,29.6,0,28.0,1,3,1,0.37,0,133.1,dropoff_behavior
52,7,27.5,0,15.4,1,0,1,0.12,3,74.5,dropoff_behavior
52,8,20.1,2,4.2,0,3,0,0.0,0,87.1,dropoff_behavior
52,9,20.8,0,32.1,0,3,2,0.17,2,49.1,dropoff_behavior
52,10,14.6,0,0.0,0,3,0,0.0,0,14.4,dropoff_behavior
52,11,0.0,0,0.0,0,3,1,0.17,0,32.4,dropoff_behavior
52,12,19.8,0,14.3,0,3,0,0.0,0,0.0,dropoff_behavior
53,1,95.4,3,92.5,4,0,3,0.9,6,318.0,high_engagement
53,2,99.1,3,93.4,3,0,3,0.9,9,274.7,high_engagement
53,3,112.0,6,79.8,3,1,2,0.9,5,269.4,high_engagement
53,4,111.2,3,81.3,4,0,4,0.92,7,299.4,high_engagement
53,5,123.4,4,84.6,4,0,3,0.72,3,288.3,high_engagement
53,6,130.4,5,87.1,4,0,2,0.78,8,276.4,high_engagement
53,7,117.3,3,77.7,3,0,3,0.98,7,286.2,high_engagement
53,8,140.2,4,74.9,4,0,4,0.83,6,250.5,high_engagement
53,9,138.3,4,87.0,3,0,3,1.0,4,286.2,high_engagement
53,10,103.6,6,91.4,4,0,4,0.87,6,312.8,high_engagement
53,11,104.4,5,100.0,5,0,3,0.86,3,295.4,high_engagement
53,12,112.8,4,100.0,3,0,2,0.96,9,333.6,high_engagement
54,1,90.6,3,57.2,1,0,2,0.63,2,164.8,moderate_engagement
54,2,48.6,2,85.6,2,0,1,0.7,3,187.9,moderate_engagement
54,3,56.3,2,54.9,1,2,1,0.61,4,172.5,moderate_engagement
54,4,58.1,1,61.4,3,0,1,0.57,2,146.9,moderate_engagement
54,5,46.5,1,86.8,3,2,1,0.65,3,134.4,moderate_engagement
54,6,56.3,1,74.2,2,0,2,0.72,2,225.9,moderate_engagement
54,7,96.0,2,56.4,3,0,2,0.62,1,180.5,moderate_engagement
54,8,89.3,2,69.4,3,0,1,0.57,1,226.9,moderate_engagement
54,9,76.7,2,62.5,1,1,2,0.51,4,146.5,moderate_engagement
54,10,71.4,1,40.8,3,2,2,0.71,2,242.1,moderate_engagement
54,11,58.7,3,70.0,3,0,2,0.72,1,49.0,moderate_engagement
54,12,69.7,1,63.7,1,0,1,0.46,4,159.0,moderate_engagement
55,1,55.2,1,63.8,2,1,1,0.65,0,221.9,moderate_engagement
55,2,41.1,2,64.3,2,0,1,0.25,0,198.3,moderate_engagement
55,3,86.3,2,66.5,2,0,2,0.79,3,213.9,moderate_engagement
55,4,66.8,1,48.5,2,2,2,0.47,3,29.7,moderate_engagement
55,5,84.1,3,90.9,3,0,1,0.49,4,285.4,moderate_engagement
55,6,65.0,2,63.7,1,2,1,0.56,2,176.0,moderate_engagement
55,7,45.3,1,76.5,3,0,1,0.66,3,179.0,moderate_engagement
55,8,87.2,1,68.0,1,0,1,0.43,3,157.0,moderate_engagement
55,9,78.0,3,77.2,3,0,1,0.5,2,166.5,moderate_engagement
55,10,89.0,2,71.3,1,0,2,0.64,1,135.7,moderate_engagement
55,11,95.7,1,57.5,1,0,2,0.61,3,123.1,moderate_engagement
55,12,89.1,3,64.5,3,0,2,0.67,1,152.6,moderate_engagement
56,1,81.3,2,58.3,1,0,1,0.63,1,115.6,moderate_engagement
56,2,117.8,2,79.2,2,0,2,0.63,0,341.3,moderate_engagement
56,3,70.8,3,61.7,2,1,1,0.65,4,173.4,moderate_engagement
56,4,68.4,2,27.0,2,0,1,0.59,0,259.4,moderate_engagement
56,5,73.0,1,80.9,1,0,2,0.51,4,181.7,moderate_engagement
56,6,82.3,1,67.1,2,2,2,0.84,1,281.4,moderate_engagement
56,7,52.3,2,52.5,3,2,2,0.57,3,159.7,moderate_engagement
56,8,77.8,2,57.1,1,2,2,0.52,4,216.1,moderate_engagement
56,9,85.6,2,53.4,1,0,2,0.48,2,192.5,moderate_engagement
56,10,79.9,3,54.9,1,0,1,0.33,1,159.7,moderate_engagement
56,11,23.6,3,74.4,1,0,1,0.53,0,233.8,moderate_engagement
56,12,63.2,1,79.0,1,1,1,0.69,4,147.5,moderate_engagement
57,1,56.0,1,58.7,1,2,0,0.22,0,47.0,low_engagement
57,2,7.8,0,36.1,1,3,1,0.04,0,78.5,low_engagement
57,3,10.6,1,58.1,0,0,1,0.59,1,53.6,low_engagement
57,4,27.7,1,31.3,0,1,0,0.46,1,12.1,low_engagement
57,5,26.9,0,51.8,1,3,1,0.3,1,81.7,low_engagement
57,6,9.3,0,35.5,1,1,1,0.22,1,59.6,low_engagement
57,7,27.6,0,25.1,0,1,1,0.09,1,68.3,low_engagement
57,8,0.0,1,33.6,1,2,1,0.44,1,75.5,low_engagement
57,9,18.1,0,45.1,0,2,0,0.39,1,100.0,low_engagement
57,10,36.7,1,17.3,1,2,1,0.52,0,73.3,low_engagement
57,11,29.6,1,39.7,0,0,1,0.36,1,28.0,low_engagement
57,12,31.2,0,25.3,0,2,1,0.48,0,83.7,low_engagement
58,1,68.3,2,90.2,3,0,2,0.59,0,144.8,moderate_engagement
58,2,59.3,3,66.8,3,1,2,0.38,4,219.3,moderate_engagement
58,3,63.7,2,62.1,2,1,2,0.51,2,167.8,moderate_engagement
58,4,78.9,2,55.4,2,2,1,0.5,0,203.8,moderate_engagement
58,5,72.4,3,71.0,3,2,1,0.52,4,192.7,moderate_engagement
58,6,69.4,2,74.5,2,1,2,0.47,3,179.5,moderate_engagement
58,7,94.2,1,57.1,2,0,1,0.56,4,182.0,moderate_engagement
58,8,82.9,3,76.1,2,0,1,0.49,3,195.2,moderate_engagement
58,9,66.0,1,57.9,3,0,1,0.45,1,190.6,moderate_engagement
58,10,49.7,3,43.0,3,1,1,0.61,1,135.0,moderate_engagement
58,11,16.7,1,65.1,1,1,2,0.61,2,136.6,moderate_engagement
58,12,69.0,3,62.0,3,1,1,0.59,2,231.3,moderate_engagement
59,1,87.5,2,63.6,3,3,2,0.68,3,284.7,dropoff_behavior
59,2,88.7,4,70.7,2,2,2,0.73,3,181.7,dropoff_behavior
59,3,53.2,2,53.3,1,0,3,0.39,5,138.7,dropoff_behavior
59,4,46.2,3,45.5,1,0,1,0.76,5,159.5,dropoff_behavior
59,5,49.4,3,28.3,2,1,1,0.19,1,117.5,dropoff_behavior
59,6,57.2,2,23.6,0,2,3,0.2,4,65.5,dropoff_behavior
59,7,24.7,1,21.9,1,1,0,0.19,1,44.9,dropoff_behavior
59,8,25.2,1,7.7,0,3,1,0.2,1,55.3,dropoff_behavior
59,9,35.2,0,11.7,0,2,0,0.06,0,40.8,dropoff_behavior
59,10,12.2,0,4.7,1,3,0,0.0,0,81.7,dropoff_behavior
59,11,0.0,0,19.9,1,3,0,0.23,2,53.4,dropoff_behavior
59,12,9.6,0,6.3,0,1,0,0.18,2,38.2,dropoff_behavior
60,1,50.7,2,69.3,2,1,2,0.73,0,170.7,moderate_engagement
60,2,98.2,2,67.8,1,1,2,0.45,4,123.9,moderate_engagement
60,3,90.8,3,54.9,3,0,1,0.68,0,162.9,moderate_engagement
60,4,86.5,2,72.8,2,2,2,0.46,1,169.0,moderate_engagement
60,5,96.1,2,58.8,2,0,1,0.79,2,184.3,moderate_engagement
60,6,47.7,2,83.3,3,2,2,0.71,2,296.2,moderate_engagement
60,7,47.9,3,88.6,2,1,2,0.68,0,166.1,moderate_engagement
60,8,51.4,2,74.1,1,0,2,0.83,4,173.8,moderate_engagement
60,9,54.7,3,65.8,1,1,1,0.57,2,106.2,moderate_engagement
60,10,111.1,1,72.7,1,0,2,0.7,2,226.3,moderate_engagement
60,11,116.8,3,61.0,3,0,2,0.59,2,92.3,moderate_engagement
60,12,103.5,1,57.9,2,1,1,0.56,0,133.1,moderate_engagement
61,1,26.0,0,22.5,1,2,0,0.31,1,59.6,low_engagement
61,2,9.7,1,54.2,0,1,0,0.3,1,63.4,low_engagement
61,3,41.2,0,50.7,0,2,1,0.25,1,43.5,low_engagement
61,4,26.1,0,43.5,0,2,1,0.29,0,86.5,low_engagement
61,5,20.2,0,48.0,1,1,1,0.33,1,54.7,low_engagement
61,6,16.3,1,40.0,0,2,1,0.34,0,16.1,low_engagement
61,7,37.7,1,58.2,1,2,0,0.39,1,8.1,low_engagement
61,8,12.7,0,26.9,1,1,0,0.2,0,46.2,low_engagement
61,9,12.9,1,48.6,1,0,1,0.15,0,13.7,low_engagement
61,10,1.6,1,70.5,1,2,1,0.42,1,65.7,low_engagement
61,11,33.0,0,37.1,0,2,1,0.29,1,65.3,low_engagement
61,12,1.9,0,28.8,0,1,0,0.32,1,96.0,low_engagement
62,1,88.2,1,83.3,2,0,1,0.56,4,154.5,moderate_engagement
62,2,67.6,1,75.9,1,2,2,0.61,1,249.4,moderate_engagement
62,3,85.1,3,58.1,3,2,2,0.53,0,187.1,moderate_engagement
62,4,75.8,1,58.9,1,0,2,0.53,4,196.7,moderate_engagement
62,5,93.6,1,72.7,2,0,2,0.58,1,151.4,moderate_engagement
62,6,55.3,3,85.0,1,2,1,0.43,4,240.1,moderate_engagement
62,7,68.0,2,54.9,3,1,1,0.53,2,193.4,moderate_engagement
62,8,87.5,2,62.6,2,1,2,0.44,1,164.6,moderate_engagement
62,9,50.7,2,58.5,3,0,2,0.61,0,168.3,moderate_engagement
